date,domain,total_comments
2017-09-15,ozon,40
2017-09-15,wildberries,54
2017-09-15,yandex.market,0
2017-09-16,aliexpress,208
2017-09-16,wildberries,41
2017-09-17,aliexpress,213
2017-09-17,ozon,36
2017-09-17,wildberries,3
2017-09-18,aliexpress,214
2017-09-18,wildberries,61
2017-09-19,aliexpress,233
2017-09-19,ozon,22
2017-09-19,wildberries,82
2017-09-19,yandex.market,0
2017-09-20,aliexpress,249
2017-09-20,megamrkt,36
2017-09-20,wildberries,107
2017-09-20,yandex.market,0
2017-09-21,aliexpress,214
2017-09-21,megamrkt,40
2017-09-21,ozon,67
2017-09-21,wildberries,129
2017-09-22,aliexpress,182
2017-09-22,megamrkt,40
2017-09-22,ozon,30
2017-09-22,wildberries,89
2017-09-22,yandex.market,4
2017-09-23,aliexpress,209
2017-09-23,wildberries,2
2017-09-24,aliexpress,233
2017-09-24,ozon,19
2017-09-24,wildberries,21
2017-09-25,aliexpress,195
2017-09-25,megamrkt,39
2017-09-25,ozon,10
2017-09-25,wildberries,74
2017-09-25,yandex.market,0
2017-09-26,aliexpress,195
2017-09-26,megamrkt,39
2017-09-26,ozon,18
2017-09-26,wildberries,7
2017-09-26,yandex.market,3
2017-09-27,aliexpress,171
2017-09-27,ozon,28
2017-09-27,wildberries,75
2017-09-27,yandex.market,8
2017-09-28,aliexpress,221
2017-09-28,megamrkt,40
2017-09-28,ozon,25
2017-09-28,wildberries,38
2017-09-28,yandex.market,0
2017-09-29,aliexpress,204
2017-09-29,megamrkt,80
2017-09-29,wildberries,46
2017-09-29,yandex.market,1
2017-09-30,aliexpress,136
2017-09-30,wildberries,10
2017-09-30,yandex.market,0
2017-10-01,aliexpress,110
2017-10-01,ozon,40
2017-10-01,wildberries,41
2017-10-02,aliexpress,136
2017-10-02,megamrkt,40
2017-10-02,wildberries,50
2017-10-03,aliexpress,169
2017-10-03,ozon,40
2017-10-03,wildberries,44
2017-10-03,yandex.market,1
2017-10-04,aliexpress,105
2017-10-04,megamrkt,79
2017-10-04,ozon,16
2017-10-04,wildberries,53
2017-10-04,yandex.market,2
2017-10-05,aliexpress,180
2017-10-05,megamrkt,40
2017-10-05,wildberries,57
2017-10-06,aliexpress,113
2017-10-06,megamrkt,40
2017-10-06,ozon,33
2017-10-06,wildberries,58
2017-10-06,yandex.market,0
2017-10-07,aliexpress,93
2017-10-07,megamrkt,39
2017-10-07,wildberries,18
2017-10-08,aliexpress,177
2017-10-08,ozon,7
2017-10-08,wildberries,7
2017-10-09,aliexpress,165
2017-10-09,megamrkt,40
2017-10-09,ozon,21
2017-10-09,wildberries,49
2017-10-09,yandex.market,1
2017-10-10,aliexpress,174
2017-10-10,megamrkt,40
2017-10-10,ozon,16
2017-10-10,wildberries,52
2017-10-10,yandex.market,5
2017-10-11,aliexpress,170
2017-10-11,megamrkt,40
2017-10-11,ozon,9
2017-10-11,wildberries,60
2017-10-12,aliexpress,166
2017-10-12,megamrkt,39
2017-10-12,ozon,39
2017-10-12,wildberries,78
2017-10-12,yandex.market,1
2017-10-13,aliexpress,191
2017-10-13,megamrkt,40
2017-10-13,ozon,30
2017-10-13,wildberries,74
2017-10-14,aliexpress,147
2017-10-14,wildberries,11
2017-10-15,aliexpress,140
2017-10-15,megamrkt,40
2017-10-15,ozon,0
2017-10-15,wildberries,17
2017-10-15,yandex.market,3
2017-10-16,aliexpress,206
2017-10-16,megamrkt,40
2017-10-16,ozon,26
2017-10-16,wildberries,13
2017-10-17,aliexpress,186
2017-10-17,megamrkt,40
2017-10-17,ozon,14
2017-10-17,wildberries,20
2017-10-17,yandex.market,0
2017-10-18,aliexpress,304
2017-10-18,megamrkt,37
2017-10-18,ozon,39
2017-10-18,wildberries,12
2017-10-19,aliexpress,154
2017-10-19,megamrkt,39
2017-10-19,ozon,33
2017-10-19,wildberries,11
2017-10-19,yandex.market,3
2017-10-20,aliexpress,246
2017-10-20,megamrkt,39
2017-10-20,ozon,39
2017-10-20,wildberries,24
2017-10-21,aliexpress,255
2017-10-21,wildberries,78
2017-10-22,aliexpress,204
2017-10-22,wildberries,40
2017-10-23,aliexpress,179
2017-10-23,megamrkt,80
2017-10-23,wildberries,19
2017-10-23,yandex.market,0
2017-10-24,aliexpress,263
2017-10-24,megamrkt,40
2017-10-24,ozon,1
2017-10-24,wildberries,70
2017-10-24,yandex.market,5
2017-10-25,aliexpress,210
2017-10-25,megamrkt,39
2017-10-25,ozon,0
2017-10-25,wildberries,74
2017-10-25,yandex.market,0
2017-10-26,aliexpress,211
2017-10-26,megamrkt,40
2017-10-26,ozon,0
2017-10-26,wildberries,71
2017-10-26,yandex.market,0
2017-10-27,aliexpress,306
2017-10-27,ozon,40
2017-10-27,wildberries,51
2017-10-27,yandex.market,3
2017-10-28,aliexpress,233
2017-10-28,megamrkt,40
2017-10-28,wildberries,21
2017-10-28,yandex.market,0
2017-10-29,aliexpress,239
2017-10-29,megamrkt,39
2017-10-29,wildberries,1
2017-10-29,yandex.market,0
2017-10-30,aliexpress,187
2017-10-30,wildberries,48
2017-10-30,yandex.market,0
2017-10-31,aliexpress,315
2017-10-31,megamrkt,38
2017-10-31,ozon,21
2017-10-31,wildberries,42
2017-10-31,yandex.market,2
2017-11-01,aliexpress,258
2017-11-01,megamrkt,39
2017-11-01,wildberries,46
2017-11-01,yandex.market,3
2017-11-02,aliexpress,300
2017-11-02,ozon,9
2017-11-02,wildberries,74
2017-11-03,aliexpress,145
2017-11-03,megamrkt,80
2017-11-03,ozon,6
2017-11-03,wildberries,72
2017-11-03,yandex.market,3
2017-11-04,aliexpress,340
2017-11-04,wildberries,16
2017-11-05,aliexpress,170
2017-11-05,ozon,40
2017-11-05,wildberries,5
2017-11-06,aliexpress,252
2017-11-06,wildberries,20
2017-11-06,yandex.market,0
2017-11-07,aliexpress,209
2017-11-07,ozon,28
2017-11-07,wildberries,74
2017-11-07,yandex.market,0
2017-11-08,aliexpress,303
2017-11-08,megamrkt,39
2017-11-08,ozon,39
2017-11-08,wildberries,73
2017-11-09,aliexpress,265
2017-11-09,megamrkt,40
2017-11-09,wildberries,45
2017-11-09,yandex.market,0
2017-11-10,aliexpress,245
2017-11-10,ozon,39
2017-11-10,wildberries,108
2017-11-10,yandex.market,10
2017-11-11,aliexpress,426
2017-11-11,wildberries,83
2017-11-11,yandex.market,0
2017-11-12,aliexpress,264
2017-11-12,megamrkt,40
2017-11-12,ozon,2
2017-11-12,wildberries,12
2017-11-12,yandex.market,0
2017-11-13,aliexpress,221
2017-11-13,ozon,4
2017-11-13,wildberries,84
2017-11-14,aliexpress,171
2017-11-14,megamrkt,39
2017-11-14,ozon,15
2017-11-14,wildberries,56
2017-11-14,yandex.market,0
2017-11-15,aliexpress,262
2017-11-15,megamrkt,78
2017-11-15,ozon,20
2017-11-15,wildberries,49
2017-11-16,aliexpress,256
2017-11-16,megamrkt,40
2017-11-16,ozon,39
2017-11-16,wildberries,47
2017-11-16,yandex.market,40
2017-11-17,aliexpress,247
2017-11-17,ozon,19
2017-11-17,wildberries,88
2017-11-17,yandex.market,2
2017-11-18,aliexpress,227
2017-11-18,wildberries,6
2017-11-18,yandex.market,3
2017-11-19,aliexpress,240
2017-11-19,wildberries,10
2017-11-20,aliexpress,148
2017-11-20,megamrkt,39
2017-11-20,ozon,0
2017-11-20,wildberries,62
2017-11-21,aliexpress,233
2017-11-21,ozon,36
2017-11-21,wildberries,5
2017-11-21,yandex.market,0
2017-11-22,aliexpress,186
2017-11-22,megamrkt,40
2017-11-22,ozon,39
2017-11-22,wildberries,14
2017-11-22,yandex.market,50
2017-11-23,aliexpress,103
2017-11-23,megamrkt,80
2017-11-23,ozon,40
2017-11-23,wildberries,46
2017-11-23,yandex.market,2
2017-11-24,aliexpress,216
2017-11-24,megamrkt,40
2017-11-24,wildberries,43
2017-11-24,yandex.market,1
2017-11-25,aliexpress,191
2017-11-25,wildberries,6
2017-11-25,yandex.market,0
2017-11-26,aliexpress,162
2017-11-26,wildberries,20
2017-11-26,yandex.market,0
2017-11-27,aliexpress,107
2017-11-27,ozon,0
2017-11-27,wildberries,27
2017-11-27,yandex.market,0
2017-11-28,aliexpress,179
2017-11-28,megamrkt,38
2017-11-28,ozon,10
2017-11-28,wildberries,33
2017-11-28,yandex.market,0
2017-11-29,aliexpress,148
2017-11-29,megamrkt,79
2017-11-29,ozon,15
2017-11-29,wildberries,18
2017-11-29,yandex.market,0
2017-11-30,aliexpress,169
2017-11-30,megamrkt,40
2017-11-30,ozon,6
2017-11-30,wildberries,50
2017-11-30,yandex.market,0
2017-12-01,aliexpress,157
2017-12-01,megamrkt,80
2017-12-01,ozon,39
2017-12-01,wildberries,62
2017-12-02,aliexpress,89
2017-12-02,megamrkt,40
2017-12-02,wildberries,17
2017-12-02,yandex.market,0
2017-12-03,aliexpress,144
2017-12-03,megamrkt,39
2017-12-03,ozon,28
2017-12-03,wildberries,59
2017-12-04,aliexpress,118
2017-12-04,megamrkt,117
2017-12-04,ozon,0
2017-12-04,wildberries,70
2017-12-04,yandex.market,2
2017-12-05,aliexpress,76
2017-12-05,megamrkt,40
2017-12-05,ozon,40
2017-12-05,wildberries,51
2017-12-05,yandex.market,0
2017-12-06,aliexpress,113
2017-12-06,megamrkt,40
2017-12-06,ozon,40
2017-12-06,wildberries,45
2017-12-06,yandex.market,0
2017-12-07,aliexpress,123
2017-12-07,megamrkt,40
2017-12-07,ozon,13
2017-12-07,wildberries,91
2017-12-08,aliexpress,127
2017-12-08,megamrkt,40
2017-12-08,ozon,39
2017-12-08,wildberries,60
2017-12-08,yandex.market,0
2017-12-09,aliexpress,109
2017-12-09,wildberries,23
2017-12-09,yandex.market,4
2017-12-10,aliexpress,114
2017-12-10,wildberries,18
2017-12-11,aliexpress,143
2017-12-11,megamrkt,40
2017-12-11,ozon,39
2017-12-11,wildberries,60
2017-12-11,yandex.market,12
2017-12-12,aliexpress,174
2017-12-12,megamrkt,41
2017-12-12,ozon,40
2017-12-12,wildberries,46
2017-12-12,yandex.market,3
2017-12-13,aliexpress,323
2017-12-13,ozon,36
2017-12-13,wildberries,68
2017-12-13,yandex.market,0
2017-12-14,aliexpress,160
2017-12-14,ozon,40
2017-12-14,wildberries,64
2017-12-14,yandex.market,0
2017-12-15,aliexpress,171
2017-12-15,ozon,40
2017-12-15,wildberries,66
2017-12-15,yandex.market,2
2017-12-16,aliexpress,152
2017-12-16,wildberries,14
2017-12-17,aliexpress,234
2017-12-17,wildberries,1
2017-12-18,aliexpress,113
2017-12-18,ozon,40
2017-12-18,wildberries,81
2017-12-18,yandex.market,5
2017-12-19,aliexpress,148
2017-12-19,wildberries,100
2017-12-19,yandex.market,32
2017-12-20,aliexpress,121
2017-12-20,ozon,37
2017-12-20,wildberries,64
2017-12-21,aliexpress,120
2017-12-21,megamrkt,39
2017-12-21,ozon,40
2017-12-21,wildberries,48
2017-12-21,yandex.market,7
2017-12-22,aliexpress,161
2017-12-22,ozon,34
2017-12-22,wildberries,59
2017-12-22,yandex.market,9
2017-12-23,aliexpress,136
2017-12-23,wildberries,5
2017-12-23,yandex.market,0
2017-12-24,aliexpress,175
2017-12-24,megamrkt,40
2017-12-24,ozon,40
2017-12-24,wildberries,13
2017-12-24,yandex.market,6
2017-12-25,aliexpress,107
2017-12-25,ozon,0
2017-12-25,wildberries,62
2017-12-25,yandex.market,0
2017-12-26,aliexpress,135
2017-12-26,megamrkt,40
2017-12-26,ozon,40
2017-12-26,wildberries,56
2017-12-26,yandex.market,0
2017-12-27,aliexpress,180
2017-12-27,ozon,40
2017-12-27,wildberries,18
2017-12-27,yandex.market,0
2017-12-28,aliexpress,111
2017-12-28,ozon,30
2017-12-28,wildberries,21
2017-12-28,yandex.market,5
2017-12-29,aliexpress,131
2017-12-29,ozon,35
2017-12-29,wildberries,21
2017-12-29,yandex.market,0
2017-12-30,aliexpress,140
2017-12-30,megamrkt,39
2017-12-30,wildberries,8
2017-12-30,yandex.market,1
2017-12-31,aliexpress,109
2017-12-31,megamrkt,38
2017-12-31,ozon,40
2017-12-31,wildberries,5
2017-12-31,yandex.market,0
2018-01-01,aliexpress,66
2018-01-01,wildberries,30
2018-01-01,yandex.market,0
2018-01-02,aliexpress,135
2018-01-02,wildberries,10
2018-01-03,aliexpress,112
2018-01-03,ozon,10
2018-01-03,wildberries,21
2018-01-03,yandex.market,0
2018-01-04,aliexpress,150
2018-01-04,wildberries,48
2018-01-04,yandex.market,0
2018-01-05,aliexpress,132
2018-01-05,megamrkt,40
2018-01-05,ozon,12
2018-01-05,wildberries,23
2018-01-05,yandex.market,0
2018-01-06,aliexpress,117
2018-01-06,wildberries,46
2018-01-06,yandex.market,0
2018-01-07,aliexpress,111
2018-01-07,ozon,39
2018-01-07,wildberries,18
2018-01-07,yandex.market,0
2018-01-08,aliexpress,136
2018-01-08,wildberries,21
2018-01-08,yandex.market,4
2018-01-09,aliexpress,90
2018-01-09,ozon,1
2018-01-09,wildberries,94
2018-01-10,aliexpress,102
2018-01-10,ozon,40
2018-01-10,wildberries,92
2018-01-10,yandex.market,1
2018-01-11,aliexpress,127
2018-01-11,megamrkt,39
2018-01-11,wildberries,93
2018-01-11,yandex.market,0
2018-01-12,aliexpress,152
2018-01-12,ozon,9
2018-01-12,wildberries,62
2018-01-13,aliexpress,192
2018-01-13,wildberries,65
2018-01-13,yandex.market,0
2018-01-14,aliexpress,191
2018-01-14,wildberries,17
2018-01-15,aliexpress,79
2018-01-15,megamrkt,40
2018-01-15,ozon,40
2018-01-15,wildberries,138
2018-01-16,aliexpress,85
2018-01-16,megamrkt,39
2018-01-16,ozon,40
2018-01-16,wildberries,93
2018-01-17,aliexpress,161
2018-01-17,wildberries,73
2018-01-17,yandex.market,0
2018-01-18,aliexpress,165
2018-01-18,megamrkt,38
2018-01-18,ozon,40
2018-01-18,wildberries,104
2018-01-18,yandex.market,0
2018-01-19,aliexpress,175
2018-01-19,ozon,0
2018-01-19,wildberries,80
2018-01-20,aliexpress,113
2018-01-20,wildberries,17
2018-01-21,aliexpress,163
2018-01-21,wildberries,64
2018-01-22,aliexpress,167
2018-01-22,megamrkt,40
2018-01-22,ozon,8
2018-01-22,wildberries,58
2018-01-22,yandex.market,0
2018-01-23,aliexpress,144
2018-01-23,megamrkt,40
2018-01-23,ozon,0
2018-01-23,wildberries,62
2018-01-24,aliexpress,178
2018-01-24,megamrkt,40
2018-01-24,ozon,34
2018-01-24,wildberries,55
2018-01-24,yandex.market,0
2018-01-25,aliexpress,199
2018-01-25,megamrkt,40
2018-01-25,wildberries,128
2018-01-25,yandex.market,0
2018-01-26,aliexpress,153
2018-01-26,megamrkt,39
2018-01-26,ozon,46
2018-01-26,wildberries,88
2018-01-27,aliexpress,145
2018-01-27,wildberries,35
2018-01-28,aliexpress,135
2018-01-28,megamrkt,40
2018-01-28,ozon,39
2018-01-28,wildberries,52
2018-01-29,aliexpress,180
2018-01-29,megamrkt,39
2018-01-29,ozon,0
2018-01-29,wildberries,77
2018-01-29,yandex.market,0
2018-01-30,aliexpress,190
2018-01-30,megamrkt,37
2018-01-30,ozon,2
2018-01-30,wildberries,49
2018-01-30,yandex.market,0
2018-01-31,aliexpress,178
2018-01-31,megamrkt,39
2018-01-31,ozon,36
2018-01-31,wildberries,54
2018-02-01,aliexpress,99
2018-02-01,megamrkt,38
2018-02-01,ozon,34
2018-02-01,wildberries,55
2018-02-01,yandex.market,4
2018-02-02,aliexpress,230
2018-02-02,wildberries,50
2018-02-02,yandex.market,0
2018-02-03,aliexpress,200
2018-02-03,wildberries,6
2018-02-03,yandex.market,2
2018-02-04,aliexpress,136
2018-02-04,ozon,0
2018-02-04,wildberries,16
2018-02-05,aliexpress,206
2018-02-05,megamrkt,40
2018-02-05,ozon,23
2018-02-05,wildberries,51
2018-02-05,yandex.market,0
2018-02-06,aliexpress,133
2018-02-06,megamrkt,80
2018-02-06,wildberries,52
2018-02-07,aliexpress,229
2018-02-07,megamrkt,40
2018-02-07,ozon,12
2018-02-07,wildberries,31
2018-02-07,yandex.market,0
2018-02-08,aliexpress,198
2018-02-08,megamrkt,40
2018-02-08,ozon,19
2018-02-08,wildberries,58
2018-02-08,yandex.market,1
2018-02-09,aliexpress,190
2018-02-09,megamrkt,41
2018-02-09,ozon,40
2018-02-09,wildberries,18
2018-02-09,yandex.market,0
2018-02-10,aliexpress,177
2018-02-10,wildberries,14
2018-02-11,aliexpress,103
2018-02-11,megamrkt,40
2018-02-11,wildberries,15
2018-02-12,aliexpress,214
2018-02-12,ozon,12
2018-02-12,wildberries,16
2018-02-13,aliexpress,140
2018-02-13,megamrkt,80
2018-02-13,ozon,41
2018-02-13,wildberries,16
2018-02-13,yandex.market,2
2018-02-14,aliexpress,107
2018-02-14,ozon,28
2018-02-14,wildberries,7
2018-02-14,yandex.market,0
2018-02-15,aliexpress,97
2018-02-15,megamrkt,39
2018-02-15,ozon,2
2018-02-15,wildberries,12
2018-02-15,yandex.market,0
2018-02-16,aliexpress,132
2018-02-16,ozon,42
2018-02-16,wildberries,8
2018-02-16,yandex.market,4
2018-02-17,aliexpress,170
2018-02-17,ozon,31
2018-02-17,wildberries,17
2018-02-18,aliexpress,197
2018-02-18,ozon,0
2018-02-18,wildberries,10
2018-02-19,aliexpress,145
2018-02-19,ozon,10
2018-02-19,wildberries,6
2018-02-19,yandex.market,1
2018-02-20,aliexpress,140
2018-02-20,megamrkt,38
2018-02-20,ozon,4
2018-02-20,wildberries,26
2018-02-20,yandex.market,5
2018-02-21,aliexpress,118
2018-02-21,ozon,47
2018-02-21,wildberries,19
2018-02-21,yandex.market,0
2018-02-22,aliexpress,158
2018-02-22,megamrkt,38
2018-02-22,ozon,0
2018-02-22,wildberries,29
2018-02-22,yandex.market,0
2018-02-23,aliexpress,164
2018-02-23,ozon,37
2018-02-23,wildberries,10
2018-02-23,yandex.market,0
2018-02-24,aliexpress,250
2018-02-24,wildberries,4
2018-02-24,yandex.market,0
2018-02-25,aliexpress,162
2018-02-25,ozon,0
2018-02-25,wildberries,3
2018-02-25,yandex.market,0
2018-02-26,aliexpress,287
2018-02-26,megamrkt,40
2018-02-26,ozon,40
2018-02-26,wildberries,10
2018-02-26,yandex.market,0
2018-02-27,aliexpress,215
2018-02-27,megamrkt,40
2018-02-27,ozon,10
2018-02-27,wildberries,5
2018-02-27,yandex.market,0
2018-02-28,aliexpress,140
2018-02-28,ozon,0
2018-02-28,wildberries,9
2018-02-28,yandex.market,0
2018-03-01,aliexpress,176
2018-03-01,megamrkt,39
2018-03-01,ozon,53
2018-03-01,wildberries,40
2018-03-01,yandex.market,0
2018-03-02,aliexpress,184
2018-03-02,ozon,0
2018-03-02,wildberries,46
2018-03-02,yandex.market,3
2018-03-03,aliexpress,67
2018-03-03,ozon,46
2018-03-03,wildberries,4
2018-03-04,aliexpress,108
2018-03-04,wildberries,1
2018-03-05,aliexpress,110
2018-03-05,ozon,3
2018-03-05,wildberries,26
2018-03-06,aliexpress,196
2018-03-06,ozon,0
2018-03-06,wildberries,46
2018-03-06,yandex.market,2
2018-03-07,aliexpress,119
2018-03-07,megamrkt,39
2018-03-07,ozon,38
2018-03-07,wildberries,13
2018-03-08,aliexpress,162
2018-03-08,ozon,37
2018-03-08,wildberries,3
2018-03-09,aliexpress,135
2018-03-09,ozon,40
2018-03-09,wildberries,6
2018-03-10,aliexpress,169
2018-03-10,wildberries,2
2018-03-11,aliexpress,107
2018-03-11,wildberries,1
2018-03-12,aliexpress,153
2018-03-12,ozon,40
2018-03-12,wildberries,18
2018-03-12,yandex.market,0
2018-03-13,aliexpress,140
2018-03-13,megamrkt,39
2018-03-13,ozon,19
2018-03-13,wildberries,28
2018-03-13,yandex.market,0
2018-03-14,aliexpress,157
2018-03-14,megamrkt,38
2018-03-14,ozon,50
2018-03-14,wildberries,48
2018-03-14,yandex.market,3
2018-03-15,aliexpress,119
2018-03-15,megamrkt,40
2018-03-15,ozon,2
2018-03-15,wildberries,36
2018-03-15,yandex.market,0
2018-03-16,aliexpress,186
2018-03-16,megamrkt,40
2018-03-16,ozon,34
2018-03-16,wildberries,39
2018-03-16,yandex.market,0
2018-03-17,aliexpress,109
2018-03-17,megamrkt,40
2018-03-17,wildberries,6
2018-03-17,yandex.market,0
2018-03-18,aliexpress,138
2018-03-18,ozon,5
2018-03-18,wildberries,14
2018-03-19,aliexpress,159
2018-03-19,megamrkt,39
2018-03-19,ozon,51
2018-03-19,wildberries,40
2018-03-19,yandex.market,0
2018-03-20,aliexpress,97
2018-03-20,megamrkt,40
2018-03-20,ozon,12
2018-03-20,wildberries,26
2018-03-20,yandex.market,1
2018-03-21,aliexpress,187
2018-03-21,ozon,4
2018-03-21,wildberries,28
2018-03-22,aliexpress,173
2018-03-22,megamrkt,40
2018-03-22,ozon,20
2018-03-22,wildberries,39
2018-03-22,yandex.market,0
2018-03-23,aliexpress,118
2018-03-23,megamrkt,79
2018-03-23,ozon,79
2018-03-23,wildberries,26
2018-03-23,yandex.market,1
2018-03-24,aliexpress,159
2018-03-24,ozon,40
2018-03-24,wildberries,8
2018-03-24,yandex.market,18
2018-03-25,aliexpress,100
2018-03-25,wildberries,9
2018-03-26,aliexpress,99
2018-03-26,ozon,96
2018-03-26,wildberries,43
2018-03-27,aliexpress,135
2018-03-28,aliexpress,230
2018-03-28,wildberries,1
2018-03-29,aliexpress,156
2018-03-29,megamrkt,40
2018-03-29,ozon,17
2018-03-29,wildberries,3
2018-03-29,yandex.market,1
2018-03-30,aliexpress,208
2018-03-30,ozon,38
2018-03-30,wildberries,22
2018-03-30,yandex.market,0
2018-03-31,aliexpress,146
2018-03-31,megamrkt,40
2018-03-31,ozon,21
2018-03-31,wildberries,7
2018-03-31,yandex.market,1
2018-04-01,aliexpress,154
2018-04-01,megamrkt,80
2018-04-01,wildberries,4
2018-04-01,yandex.market,1
2018-04-02,aliexpress,174
2018-04-02,megamrkt,40
2018-04-02,ozon,40
2018-04-02,wildberries,33
2018-04-02,yandex.market,0
2018-04-03,aliexpress,112
2018-04-03,megamrkt,79
2018-04-03,ozon,90
2018-04-03,wildberries,34
2018-04-03,yandex.market,0
2018-04-04,aliexpress,92
2018-04-04,megamrkt,80
2018-04-04,ozon,34
2018-04-04,wildberries,56
2018-04-04,yandex.market,40
2018-04-05,aliexpress,134
2018-04-05,megamrkt,40
2018-04-05,ozon,47
2018-04-05,wildberries,40
2018-04-05,yandex.market,4
2018-04-06,aliexpress,102
2018-04-06,megamrkt,40
2018-04-06,ozon,35
2018-04-06,wildberries,42
2018-04-06,yandex.market,8
2018-04-07,aliexpress,145
2018-04-07,megamrkt,79
2018-04-07,wildberries,6
2018-04-08,aliexpress,198
2018-04-08,megamrkt,40
2018-04-08,ozon,3
2018-04-08,wildberries,10
2018-04-09,aliexpress,119
2018-04-09,megamrkt,80
2018-04-09,ozon,66
2018-04-09,wildberries,37
2018-04-10,aliexpress,120
2018-04-10,megamrkt,40
2018-04-10,ozon,41
2018-04-10,wildberries,35
2018-04-11,aliexpress,140
2018-04-11,megamrkt,40
2018-04-11,ozon,96
2018-04-11,wildberries,56
2018-04-12,aliexpress,148
2018-04-12,ozon,76
2018-04-12,wildberries,36
2018-04-12,yandex.market,40
2018-04-13,aliexpress,95
2018-04-13,megamrkt,40
2018-04-13,ozon,37
2018-04-13,wildberries,47
2018-04-14,aliexpress,92
2018-04-14,megamrkt,40
2018-04-14,ozon,40
2018-04-14,wildberries,7
2018-04-15,aliexpress,82
2018-04-15,megamrkt,40
2018-04-15,ozon,7
2018-04-15,wildberries,19
2018-04-16,aliexpress,120
2018-04-16,ozon,39
2018-04-16,wildberries,48
2018-04-16,yandex.market,0
2018-04-17,aliexpress,93
2018-04-17,ozon,41
2018-04-17,wildberries,50
2018-04-17,yandex.market,0
2018-04-18,aliexpress,118
2018-04-18,megamrkt,40
2018-04-18,ozon,87
2018-04-18,wildberries,55
2018-04-18,yandex.market,9
2018-04-19,aliexpress,133
2018-04-19,megamrkt,39
2018-04-19,ozon,6
2018-04-19,wildberries,51
2018-04-19,yandex.market,40
2018-04-20,aliexpress,114
2018-04-20,megamrkt,40
2018-04-20,ozon,40
2018-04-20,wildberries,51
2018-04-21,aliexpress,200
2018-04-21,megamrkt,40
2018-04-21,ozon,5
2018-04-21,wildberries,89
2018-04-22,aliexpress,127
2018-04-22,megamrkt,40
2018-04-22,ozon,5
2018-04-22,wildberries,67
2018-04-23,aliexpress,201
2018-04-23,ozon,20
2018-04-23,wildberries,77
2018-04-23,yandex.market,3
2018-04-24,aliexpress,147
2018-04-24,ozon,90
2018-04-24,wildberries,62
2018-04-24,yandex.market,40
2018-04-25,aliexpress,189
2018-04-25,megamrkt,79
2018-04-25,ozon,105
2018-04-25,wildberries,75
2018-04-25,yandex.market,0
2018-04-26,aliexpress,228
2018-04-26,ozon,37
2018-04-26,wildberries,77
2018-04-26,yandex.market,0
2018-04-27,aliexpress,216
2018-04-27,megamrkt,40
2018-04-27,ozon,41
2018-04-27,wildberries,75
2018-04-27,yandex.market,0
2018-04-28,aliexpress,207
2018-04-28,megamrkt,39
2018-04-28,ozon,8
2018-04-28,wildberries,40
2018-04-29,aliexpress,150
2018-04-29,ozon,16
2018-04-29,wildberries,6
2018-04-29,yandex.market,0
2018-04-30,aliexpress,122
2018-04-30,megamrkt,39
2018-04-30,ozon,16
2018-04-30,wildberries,8
2018-04-30,yandex.market,3
2018-05-01,aliexpress,169
2018-05-01,megamrkt,39
2018-05-01,ozon,29
2018-05-01,wildberries,2
2018-05-01,yandex.market,0
2018-05-02,aliexpress,190
2018-05-02,megamrkt,38
2018-05-02,ozon,15
2018-05-02,wildberries,14
2018-05-02,yandex.market,0
2018-05-03,aliexpress,151
2018-05-03,megamrkt,40
2018-05-03,ozon,51
2018-05-03,wildberries,6
2018-05-03,yandex.market,0
2018-05-04,aliexpress,211
2018-05-04,ozon,41
2018-05-04,wildberries,23
2018-05-05,aliexpress,185
2018-05-05,ozon,1
2018-05-05,wildberries,3
2018-05-06,aliexpress,145
2018-05-06,ozon,7
2018-05-06,wildberries,6
2018-05-07,aliexpress,184
2018-05-07,ozon,49
2018-05-07,wildberries,40
2018-05-07,yandex.market,0
2018-05-08,aliexpress,186
2018-05-08,megamrkt,40
2018-05-08,ozon,77
2018-05-08,wildberries,45
2018-05-08,yandex.market,0
2018-05-09,aliexpress,106
2018-05-09,megamrkt,38
2018-05-09,ozon,1
2018-05-09,wildberries,3
2018-05-10,aliexpress,133
2018-05-10,megamrkt,79
2018-05-10,ozon,40
2018-05-10,wildberries,10
2018-05-11,aliexpress,141
2018-05-11,megamrkt,40
2018-05-11,ozon,31
2018-05-11,wildberries,36
2018-05-11,yandex.market,0
2018-05-12,aliexpress,182
2018-05-12,ozon,7
2018-05-12,wildberries,6
2018-05-12,yandex.market,0
2018-05-13,aliexpress,235
2018-05-13,ozon,40
2018-05-13,wildberries,24
2018-05-14,aliexpress,249
2018-05-14,megamrkt,40
2018-05-14,ozon,70
2018-05-14,wildberries,39
2018-05-15,aliexpress,120
2018-05-15,ozon,6
2018-05-15,wildberries,24
2018-05-16,aliexpress,174
2018-05-16,megamrkt,77
2018-05-16,ozon,0
2018-05-16,wildberries,31
2018-05-17,aliexpress,133
2018-05-17,megamrkt,40
2018-05-17,ozon,34
2018-05-17,wildberries,3
2018-05-18,aliexpress,146
2018-05-18,ozon,19
2018-05-18,wildberries,9
2018-05-18,yandex.market,0
2018-05-19,aliexpress,174
2018-05-19,megamrkt,39
2018-05-19,ozon,5
2018-05-19,wildberries,0
2018-05-20,aliexpress,152
2018-05-20,ozon,18
2018-05-20,wildberries,0
2018-05-20,yandex.market,0
2018-05-21,aliexpress,151
2018-05-21,megamrkt,40
2018-05-21,ozon,28
2018-05-21,wildberries,26
