date,domain,total_comments
2024-04-04,yandex.market,22
2024-04-05,aliexpress,0
2024-04-05,megamrkt,219
2024-04-05,ozon,115
2024-04-05,wildberries,0
2024-04-05,yandex.market,59
2024-04-06,aliexpress,1
2024-04-06,megamrkt,170
2024-04-06,ozon,106
2024-04-06,wildberries,0
2024-04-07,aliexpress,0
2024-04-07,megamrkt,158
2024-04-07,ozon,35
2024-04-07,wildberries,0
2024-04-08,aliexpress,0
2024-04-08,megamrkt,316
2024-04-08,ozon,231
2024-04-08,wildberries,0
2024-04-08,yandex.market,54
2024-04-09,aliexpress,0
2024-04-09,megamrkt,201
2024-04-09,ozon,129
2024-04-09,wildberries,0
2024-04-10,aliexpress,0
2024-04-10,megamrkt,251
2024-04-10,ozon,126
2024-04-10,wildberries,0
2024-04-11,aliexpress,0
2024-04-11,megamrkt,107
2024-04-11,ozon,160
2024-04-11,wildberries,0
2024-04-11,yandex.market,9
2024-04-12,aliexpress,0
2024-04-12,megamrkt,280
2024-04-12,ozon,124
2024-04-12,wildberries,0
2024-04-12,yandex.market,6
2024-04-13,aliexpress,1
2024-04-13,megamrkt,83
2024-04-13,ozon,37
2024-04-13,wildberries,0
2024-04-13,yandex.market,10
2024-04-14,aliexpress,0
2024-04-14,megamrkt,142
2024-04-14,ozon,84
2024-04-14,wildberries,0
2024-04-14,yandex.market,60
2024-04-15,aliexpress,0
2024-04-15,megamrkt,265
2024-04-15,ozon,131
2024-04-15,wildberries,0
2024-04-15,yandex.market,13
2024-04-16,aliexpress,0
2024-04-16,megamrkt,115
2024-04-16,ozon,184
2024-04-16,wildberries,0
2024-04-16,yandex.market,21
2024-04-17,aliexpress,0
2024-04-17,megamrkt,300
2024-04-17,ozon,79
2024-04-17,wildberries,0
2024-04-17,yandex.market,14
2024-04-18,aliexpress,0
2024-04-18,megamrkt,198
2024-04-18,ozon,67
2024-04-18,wildberries,0
2024-04-18,yandex.market,8
2024-04-19,aliexpress,0
2024-04-19,megamrkt,179
2024-04-19,ozon,122
2024-04-19,wildberries,0
2024-04-19,yandex.market,7
2024-04-20,aliexpress,0
2024-04-20,megamrkt,203
2024-04-20,ozon,43
2024-04-20,wildberries,0
2024-04-20,yandex.market,41
2024-04-21,aliexpress,0
2024-04-21,megamrkt,155
2024-04-21,ozon,13
2024-04-21,wildberries,0
2024-04-21,yandex.market,104
2024-04-22,aliexpress,0
2024-04-22,megamrkt,177
2024-04-22,ozon,94
2024-04-22,wildberries,0
2024-04-23,aliexpress,0
2024-04-23,megamrkt,161
2024-04-23,ozon,39
2024-04-23,wildberries,0
2024-04-24,aliexpress,0
2024-04-24,megamrkt,298
2024-04-24,ozon,121
2024-04-24,wildberries,0
2024-04-24,yandex.market,176
2024-04-25,aliexpress,0
2024-04-25,megamrkt,276
2024-04-25,ozon,91
2024-04-25,wildberries,0
2024-04-25,yandex.market,126
2024-04-26,aliexpress,0
2024-04-26,megamrkt,325
2024-04-26,ozon,106
2024-04-26,wildberries,0
2024-04-26,yandex.market,165
2024-04-27,aliexpress,0
2024-04-27,megamrkt,373
2024-04-27,ozon,50
2024-04-27,wildberries,0
2024-04-27,yandex.market,47
2024-04-28,aliexpress,0
2024-04-28,megamrkt,218
2024-04-28,ozon,26
2024-04-28,wildberries,0
2024-04-29,aliexpress,0
2024-04-29,megamrkt,224
2024-04-29,ozon,60
2024-04-29,wildberries,0
2024-04-29,yandex.market,25
2024-04-30,aliexpress,0
2024-04-30,megamrkt,248
2024-04-30,ozon,39
2024-04-30,wildberries,0
2024-05-01,aliexpress,0
2024-05-01,megamrkt,455
2024-05-01,ozon,67
2024-05-01,wildberries,0
2024-05-02,aliexpress,0
2024-05-02,megamrkt,410
2024-05-02,ozon,125
2024-05-02,wildberries,0
2024-05-03,aliexpress,11
2024-05-03,megamrkt,189
2024-05-03,ozon,78
2024-05-03,wildberries,0
2024-05-04,aliexpress,0
2024-05-04,megamrkt,82
2024-05-04,ozon,142
2024-05-04,wildberries,0
2024-05-05,aliexpress,0
2024-05-05,megamrkt,66
2024-05-05,ozon,89
2024-05-05,wildberries,0
2024-05-05,yandex.market,27
2024-05-06,aliexpress,0
2024-05-06,megamrkt,160
2024-05-06,ozon,27
2024-05-06,wildberries,0
2024-05-07,aliexpress,0
2024-05-07,megamrkt,148
2024-05-07,ozon,106
2024-05-07,wildberries,0
2024-05-08,aliexpress,0
2024-05-08,megamrkt,189
2024-05-08,ozon,116
2024-05-08,wildberries,0
2024-05-08,yandex.market,75
2024-05-09,aliexpress,0
2024-05-09,megamrkt,121
2024-05-09,wildberries,0
2024-05-10,aliexpress,0
2024-05-10,megamrkt,274
2024-05-10,ozon,60
2024-05-10,wildberries,0
2024-05-10,yandex.market,48
2024-05-11,aliexpress,0
2024-05-11,megamrkt,289
2024-05-11,ozon,48
2024-05-11,wildberries,0
2024-05-11,yandex.market,95
2024-05-12,aliexpress,0
2024-05-12,megamrkt,119
2024-05-12,ozon,79
2024-05-12,wildberries,0
2024-05-13,aliexpress,0
2024-05-13,megamrkt,170
2024-05-13,ozon,137
2024-05-13,wildberries,0
2024-05-14,aliexpress,0
2024-05-14,megamrkt,258
2024-05-14,ozon,89
2024-05-14,wildberries,0
2024-05-14,yandex.market,28
2024-05-15,aliexpress,0
2024-05-15,megamrkt,184
2024-05-15,ozon,143
2024-05-15,wildberries,0
2024-05-15,yandex.market,29
2024-05-16,aliexpress,0
2024-05-16,megamrkt,329
2024-05-16,ozon,174
2024-05-16,wildberries,0
2024-05-17,aliexpress,0
2024-05-17,megamrkt,217
2024-05-17,ozon,95
2024-05-17,wildberries,0
2024-05-17,yandex.market,24
2024-05-18,aliexpress,0
2024-05-18,megamrkt,202
2024-05-18,ozon,10
2024-05-18,wildberries,0
2024-05-18,yandex.market,37
2024-05-19,aliexpress,0
2024-05-19,megamrkt,154
2024-05-19,ozon,56
2024-05-19,wildberries,0
2024-05-19,yandex.market,54
2024-05-20,aliexpress,0
2024-05-20,megamrkt,313
2024-05-20,ozon,162
2024-05-20,wildberries,0
2024-05-21,aliexpress,0
2024-05-21,megamrkt,307
2024-05-21,ozon,110
2024-05-21,wildberries,0
2024-05-21,yandex.market,12
2024-05-22,aliexpress,0
2024-05-22,megamrkt,203
2024-05-22,ozon,69
2024-05-22,wildberries,0
2024-05-22,yandex.market,41
2024-05-23,aliexpress,0
2024-05-23,megamrkt,366
2024-05-23,ozon,200
2024-05-23,wildberries,0
2024-05-23,yandex.market,6
2024-05-24,aliexpress,0
2024-05-24,megamrkt,218
2024-05-24,ozon,108
2024-05-24,wildberries,0
2024-05-24,yandex.market,9
2024-05-25,aliexpress,0
2024-05-25,megamrkt,102
2024-05-25,ozon,96
2024-05-25,wildberries,0
2024-05-25,yandex.market,105
2024-05-26,aliexpress,0
2024-05-26,megamrkt,144
2024-05-26,ozon,73
2024-05-26,wildberries,0
2024-05-27,aliexpress,0
2024-05-27,megamrkt,145
2024-05-27,ozon,123
2024-05-27,wildberries,0
2024-05-28,aliexpress,0
2024-05-28,megamrkt,204
2024-05-28,ozon,116
2024-05-28,wildberries,0
2024-05-28,yandex.market,75
2024-05-29,aliexpress,0
2024-05-29,megamrkt,218
2024-05-29,ozon,172
2024-05-29,wildberries,0
2024-05-29,yandex.market,9
2024-05-30,aliexpress,0
2024-05-30,megamrkt,324
2024-05-30,ozon,130
2024-05-30,wildberries,0
2024-05-30,yandex.market,32
2024-05-31,aliexpress,0
2024-05-31,megamrkt,206
2024-05-31,ozon,83
2024-05-31,wildberries,0
2024-05-31,yandex.market,43
2024-06-01,aliexpress,0
2024-06-01,megamrkt,138
2024-06-01,ozon,72
2024-06-01,wildberries,0
2024-06-01,yandex.market,29
2024-06-02,aliexpress,1
2024-06-02,megamrkt,127
2024-06-02,ozon,136
2024-06-02,wildberries,0
2024-06-02,yandex.market,61
2024-06-03,aliexpress,0
2024-06-03,megamrkt,182
2024-06-03,ozon,111
2024-06-03,wildberries,0
2024-06-04,aliexpress,1
2024-06-04,megamrkt,240
2024-06-04,ozon,278
2024-06-04,wildberries,0
2024-06-05,aliexpress,0
2024-06-05,megamrkt,248
2024-06-05,ozon,135
2024-06-05,wildberries,0
2024-06-05,yandex.market,50
2024-06-06,aliexpress,0
2024-06-06,megamrkt,271
2024-06-06,ozon,67
2024-06-06,wildberries,0
2024-06-06,yandex.market,71
2024-06-07,aliexpress,1
2024-06-07,megamrkt,200
2024-06-07,ozon,105
2024-06-07,wildberries,0
2024-06-07,yandex.market,61
2024-06-08,aliexpress,0
2024-06-08,megamrkt,140
2024-06-08,ozon,185
2024-06-08,wildberries,0
2024-06-08,yandex.market,53
2024-06-09,aliexpress,0
2024-06-09,megamrkt,184
2024-06-09,ozon,10
2024-06-09,wildberries,0
2024-06-09,yandex.market,50
2024-06-10,aliexpress,0
2024-06-10,megamrkt,186
2024-06-10,ozon,120
2024-06-10,wildberries,0
2024-06-11,aliexpress,0
2024-06-11,megamrkt,163
2024-06-11,ozon,418
2024-06-11,wildberries,0
2024-06-12,aliexpress,0
2024-06-12,megamrkt,187
2024-06-12,ozon,148
2024-06-12,wildberries,0
2024-06-12,yandex.market,12
2024-06-13,aliexpress,0
2024-06-13,megamrkt,269
2024-06-13,ozon,159
2024-06-13,wildberries,0
2024-06-13,yandex.market,16
2024-06-14,aliexpress,0
2024-06-14,megamrkt,194
2024-06-14,ozon,295
2024-06-14,wildberries,0
2024-06-14,yandex.market,25
2024-06-15,aliexpress,0
2024-06-15,megamrkt,322
2024-06-15,ozon,59
2024-06-15,wildberries,0
2024-06-15,yandex.market,23
2024-06-16,aliexpress,0
2024-06-16,megamrkt,203
2024-06-16,ozon,77
2024-06-16,wildberries,0
2024-06-16,yandex.market,30
2024-06-17,aliexpress,7
2024-06-17,megamrkt,250
2024-06-17,ozon,269
2024-06-17,wildberries,0
2024-06-17,yandex.market,82
2024-06-18,aliexpress,0
2024-06-18,megamrkt,136
2024-06-18,ozon,196
2024-06-18,wildberries,0
2024-06-18,yandex.market,22
2024-06-19,aliexpress,0
2024-06-19,megamrkt,196
2024-06-19,ozon,162
2024-06-19,wildberries,0
2024-06-19,yandex.market,54
2024-06-20,aliexpress,0
2024-06-20,megamrkt,125
2024-06-20,ozon,50
2024-06-20,wildberries,0
2024-06-20,yandex.market,12
2024-06-21,aliexpress,0
2024-06-21,megamrkt,116
2024-06-21,ozon,134
2024-06-21,wildberries,0
2024-06-21,yandex.market,49
2024-06-22,aliexpress,0
2024-06-22,megamrkt,128
2024-06-22,ozon,98
2024-06-22,wildberries,0
2024-06-22,yandex.market,31
2024-06-23,aliexpress,0
2024-06-23,megamrkt,64
2024-06-23,ozon,135
2024-06-23,wildberries,0
2024-06-23,yandex.market,11
2024-06-24,aliexpress,0
2024-06-24,megamrkt,136
2024-06-24,ozon,185
2024-06-24,wildberries,0
2024-06-24,yandex.market,45
2024-06-25,aliexpress,0
2024-06-25,megamrkt,92
2024-06-25,wildberries,0
2024-06-25,yandex.market,15
2024-06-26,aliexpress,0
2024-06-26,megamrkt,134
2024-06-26,ozon,213
2024-06-26,wildberries,0
2024-06-26,yandex.market,59
2024-06-27,aliexpress,0
2024-06-27,megamrkt,81
2024-06-27,ozon,147
2024-06-27,wildberries,0
2024-06-27,yandex.market,51
2024-06-28,aliexpress,0
2024-06-28,megamrkt,96
2024-06-28,ozon,148
2024-06-28,wildberries,0
2024-06-28,yandex.market,14
2024-06-29,aliexpress,0
2024-06-29,megamrkt,75
2024-06-29,ozon,43
2024-06-29,wildberries,0
2024-06-29,yandex.market,36
2024-06-30,aliexpress,0
2024-06-30,megamrkt,102
2024-06-30,ozon,106
2024-06-30,wildberries,0
2024-06-30,yandex.market,42
2024-07-01,aliexpress,0
2024-07-01,megamrkt,132
2024-07-01,ozon,160
2024-07-01,wildberries,0
2024-07-02,aliexpress,6
2024-07-02,megamrkt,168
2024-07-02,ozon,224
2024-07-02,wildberries,0
2024-07-02,yandex.market,46
2024-07-03,aliexpress,0
2024-07-03,megamrkt,159
2024-07-03,ozon,276
2024-07-03,wildberries,0
2024-07-03,yandex.market,127
2024-07-04,aliexpress,0
2024-07-04,megamrkt,331
2024-07-04,ozon,190
2024-07-04,wildberries,0
2024-07-05,aliexpress,0
2024-07-05,megamrkt,91
2024-07-05,ozon,141
2024-07-05,wildberries,0
2024-07-05,yandex.market,4
2024-07-06,aliexpress,0
2024-07-06,megamrkt,118
2024-07-06,ozon,144
2024-07-06,wildberries,0
2024-07-06,yandex.market,15
2024-07-07,aliexpress,0
2024-07-07,megamrkt,117
2024-07-07,ozon,86
2024-07-07,wildberries,0
2024-07-07,yandex.market,96
2024-07-08,aliexpress,0
2024-07-08,megamrkt,258
2024-07-08,ozon,211
2024-07-08,wildberries,0
2024-07-08,yandex.market,11
2024-07-09,aliexpress,0
2024-07-09,megamrkt,138
2024-07-09,ozon,184
2024-07-09,wildberries,0
2024-07-09,yandex.market,92
2024-07-10,aliexpress,0
2024-07-10,megamrkt,173
2024-07-10,ozon,215
2024-07-10,wildberries,0
2024-07-10,yandex.market,38
2024-07-11,aliexpress,0
2024-07-11,megamrkt,109
2024-07-11,ozon,122
2024-07-11,wildberries,0
2024-07-11,yandex.market,65
2024-07-12,aliexpress,0
2024-07-12,megamrkt,120
2024-07-12,ozon,155
2024-07-12,wildberries,0
2024-07-12,yandex.market,30
2024-07-13,aliexpress,0
2024-07-13,megamrkt,124
2024-07-13,ozon,130
2024-07-13,wildberries,0
2024-07-13,yandex.market,11
2024-07-14,aliexpress,0
2024-07-14,megamrkt,40
2024-07-14,ozon,201
2024-07-14,wildberries,0
2024-07-14,yandex.market,52
2024-07-15,aliexpress,0
2024-07-15,megamrkt,78
2024-07-15,ozon,147
2024-07-15,wildberries,0
2024-07-15,yandex.market,66
2024-07-16,aliexpress,0
2024-07-16,megamrkt,263
2024-07-16,ozon,121
2024-07-16,wildberries,0
2024-07-16,yandex.market,18
2024-07-17,aliexpress,2
2024-07-17,megamrkt,216
2024-07-17,ozon,218
2024-07-17,wildberries,0
2024-07-17,yandex.market,166
2024-07-18,aliexpress,0
2024-07-18,megamrkt,105
2024-07-18,ozon,130
2024-07-18,wildberries,0
2024-07-19,aliexpress,0
2024-07-19,megamrkt,209
2024-07-19,ozon,195
2024-07-19,wildberries,0
2024-07-20,aliexpress,0
2024-07-20,megamrkt,142
2024-07-20,ozon,102
2024-07-20,wildberries,0
2024-07-20,yandex.market,60
2024-07-21,aliexpress,0
2024-07-21,megamrkt,184
2024-07-21,ozon,88
2024-07-21,wildberries,0
2024-07-21,yandex.market,47
2024-07-22,megamrkt,266
2024-07-22,ozon,189
2024-07-22,wildberries,0
2024-07-22,yandex.market,18
2024-07-23,aliexpress,13
2024-07-23,megamrkt,43
2024-07-23,ozon,57
2024-07-23,wildberries,0
2024-07-23,yandex.market,48
2024-07-24,aliexpress,0
2024-07-24,megamrkt,64
2024-07-24,ozon,122
2024-07-24,wildberries,0
2024-07-24,yandex.market,43
2024-07-25,aliexpress,0
2024-07-25,megamrkt,94
2024-07-25,ozon,62
2024-07-25,wildberries,0
2024-07-26,aliexpress,0
2024-07-26,megamrkt,54
2024-07-26,ozon,58
2024-07-26,wildberries,0
2024-07-26,yandex.market,2
2024-07-27,aliexpress,0
2024-07-27,megamrkt,50
2024-07-27,ozon,22
2024-07-27,wildberries,0
2024-07-27,yandex.market,23
2024-07-28,aliexpress,0
2024-07-28,megamrkt,40
2024-07-28,ozon,23
2024-07-28,wildberries,0
2024-07-28,yandex.market,44
2024-07-29,aliexpress,0
2024-07-29,megamrkt,48
2024-07-29,ozon,74
2024-07-29,wildberries,0
2024-07-29,yandex.market,65
2024-07-30,aliexpress,95
2024-07-30,megamrkt,226
2024-07-30,ozon,116
2024-07-30,wildberries,0
2024-07-30,yandex.market,41
2024-07-31,aliexpress,0
2024-07-31,megamrkt,20
2024-07-31,ozon,252
2024-07-31,wildberries,0
2024-07-31,yandex.market,46
2024-08-01,aliexpress,0
2024-08-01,megamrkt,79
2024-08-01,ozon,59
2024-08-01,wildberries,0
2024-08-01,yandex.market,104
2024-08-02,aliexpress,0
2024-08-02,megamrkt,56
2024-08-02,ozon,110
2024-08-02,wildberries,0
2024-08-03,aliexpress,0
2024-08-03,megamrkt,64
2024-08-03,ozon,34
2024-08-03,wildberries,0
2024-08-03,yandex.market,53
2024-08-04,aliexpress,0
2024-08-04,megamrkt,107
2024-08-04,ozon,115
2024-08-04,wildberries,0
2024-08-04,yandex.market,109
2024-08-05,aliexpress,0
2024-08-05,megamrkt,70
2024-08-05,ozon,144
2024-08-05,wildberries,0
2024-08-06,aliexpress,0
2024-08-06,megamrkt,35
2024-08-06,ozon,254
2024-08-06,wildberries,0
2024-08-06,yandex.market,15
2024-08-07,aliexpress,0
2024-08-07,megamrkt,92
2024-08-07,ozon,217
2024-08-07,wildberries,0
2024-08-07,yandex.market,84
2024-08-08,aliexpress,0
2024-08-08,megamrkt,76
2024-08-08,ozon,72
2024-08-08,wildberries,0
2024-08-09,aliexpress,0
2024-08-09,megamrkt,36
2024-08-09,ozon,162
2024-08-09,wildberries,0
2024-08-09,yandex.market,21
2024-08-10,aliexpress,0
2024-08-10,megamrkt,164
2024-08-10,ozon,188
2024-08-10,wildberries,0
2024-08-10,yandex.market,66
2024-08-11,aliexpress,0
2024-08-11,megamrkt,115
2024-08-11,ozon,86
2024-08-11,wildberries,0
2024-08-12,aliexpress,0
2024-08-12,megamrkt,136
2024-08-12,ozon,109
2024-08-12,wildberries,0
2024-08-12,yandex.market,76
2024-08-13,aliexpress,0
2024-08-13,megamrkt,161
2024-08-13,ozon,283
2024-08-13,wildberries,0
2024-08-13,yandex.market,24
2024-08-14,aliexpress,0
2024-08-14,megamrkt,109
2024-08-14,ozon,124
2024-08-14,wildberries,0
2024-08-15,aliexpress,0
2024-08-15,megamrkt,96
2024-08-15,ozon,264
2024-08-15,wildberries,0
2024-08-15,yandex.market,16
2024-08-16,aliexpress,0
2024-08-16,megamrkt,143
2024-08-16,ozon,332
2024-08-16,wildberries,0
2024-08-16,yandex.market,136
2024-08-17,aliexpress,0
2024-08-17,megamrkt,52
2024-08-17,ozon,122
2024-08-17,wildberries,0
2024-08-17,yandex.market,42
2024-08-18,aliexpress,0
2024-08-18,megamrkt,87
2024-08-18,ozon,118
2024-08-18,wildberries,0
2024-08-19,aliexpress,0
2024-08-19,megamrkt,44
2024-08-19,ozon,206
2024-08-19,wildberries,0
2024-08-19,yandex.market,100
2024-08-20,aliexpress,0
2024-08-20,megamrkt,46
2024-08-20,ozon,165
2024-08-20,wildberries,0
2024-08-20,yandex.market,55
2024-08-21,aliexpress,0
2024-08-21,megamrkt,59
2024-08-21,ozon,119
2024-08-21,wildberries,0
2024-08-21,yandex.market,101
2024-08-22,aliexpress,0
2024-08-22,megamrkt,66
2024-08-22,ozon,90
2024-08-22,wildberries,0
2024-08-22,yandex.market,132
2024-08-23,aliexpress,0
2024-08-23,megamrkt,68
2024-08-23,ozon,102
2024-08-23,wildberries,0
2024-08-23,yandex.market,27
2024-08-24,aliexpress,0
2024-08-24,megamrkt,37
2024-08-24,ozon,104
2024-08-24,wildberries,0
2024-08-24,yandex.market,95
2024-08-25,aliexpress,0
2024-08-25,megamrkt,44
2024-08-25,ozon,35
2024-08-25,wildberries,0
2024-08-26,aliexpress,0
2024-08-26,megamrkt,41
2024-08-26,ozon,70
2024-08-26,wildberries,0
2024-08-27,aliexpress,1
2024-08-27,megamrkt,78
2024-08-27,ozon,111
2024-08-27,wildberries,0
2024-08-27,yandex.market,7
2024-08-28,aliexpress,0
2024-08-28,megamrkt,55
2024-08-28,ozon,159
2024-08-28,wildberries,0
2024-08-28,yandex.market,58
2024-08-29,aliexpress,0
2024-08-29,megamrkt,51
2024-08-29,ozon,95
2024-08-29,wildberries,0
2024-08-29,yandex.market,7
2024-08-30,aliexpress,0
2024-08-30,megamrkt,79
2024-08-30,ozon,120
2024-08-30,wildberries,0
2024-08-30,yandex.market,39
2024-08-31,aliexpress,0
2024-08-31,megamrkt,56
2024-08-31,ozon,75
2024-08-31,wildberries,0
2024-09-01,aliexpress,0
2024-09-01,megamrkt,46
2024-09-01,ozon,109
2024-09-01,wildberries,0
2024-09-02,aliexpress,0
2024-09-02,megamrkt,37
2024-09-02,ozon,118
2024-09-02,wildberries,0
2024-09-02,yandex.market,32
2024-09-03,aliexpress,0
2024-09-03,megamrkt,27
2024-09-03,ozon,315
2024-09-03,wildberries,0
2024-09-03,yandex.market,9
2024-09-04,aliexpress,0
2024-09-04,megamrkt,134
2024-09-04,ozon,115
2024-09-04,wildberries,0
2024-09-04,yandex.market,26
2024-09-05,aliexpress,0
2024-09-05,megamrkt,30
2024-09-05,ozon,61
2024-09-05,wildberries,0
2024-09-05,yandex.market,24
2024-09-06,aliexpress,0
2024-09-06,megamrkt,26
2024-09-06,ozon,57
2024-09-06,wildberries,0
2024-09-06,yandex.market,20
2024-09-07,aliexpress,0
2024-09-07,megamrkt,51
2024-09-07,ozon,107
2024-09-07,wildberries,0
2024-09-08,aliexpress,0
2024-09-08,megamrkt,22
2024-09-08,ozon,82
2024-09-08,wildberries,0
2024-09-08,yandex.market,43
2024-09-09,aliexpress,0
2024-09-09,megamrkt,4
2024-09-09,ozon,219
2024-09-09,wildberries,0
2024-09-09,yandex.market,62
2024-09-10,aliexpress,0
2024-09-10,megamrkt,53
2024-09-10,ozon,220
2024-09-10,wildberries,0
2024-09-11,aliexpress,0
2024-09-11,megamrkt,78
2024-09-11,ozon,62
2024-09-11,wildberries,0
2024-09-11,yandex.market,12
2024-09-12,aliexpress,1
2024-09-12,megamrkt,74
2024-09-12,ozon,33
2024-09-12,wildberries,0
2024-09-12,yandex.market,21
2024-09-13,aliexpress,0
2024-09-13,megamrkt,81
2024-09-13,ozon,87
2024-09-13,wildberries,0
2024-09-13,yandex.market,41
2024-09-14,aliexpress,0
2024-09-14,megamrkt,68
2024-09-14,ozon,76
2024-09-14,wildberries,0
2024-09-14,yandex.market,34
2024-09-15,aliexpress,1
2024-09-15,megamrkt,62
2024-09-15,ozon,119
2024-09-15,wildberries,0
2024-09-15,yandex.market,8
2024-09-16,aliexpress,0
2024-09-16,megamrkt,64
2024-09-16,ozon,158
2024-09-16,wildberries,0
2024-09-16,yandex.market,22
2024-09-17,aliexpress,0
2024-09-17,megamrkt,117
2024-09-17,ozon,171
2024-09-17,wildberries,0
2024-09-17,yandex.market,33
2024-09-18,aliexpress,1
2024-09-18,megamrkt,161
2024-09-18,ozon,111
2024-09-18,wildberries,0
2024-09-18,yandex.market,68
2024-09-19,aliexpress,0
2024-09-19,megamrkt,33
2024-09-19,ozon,83
2024-09-20,aliexpress,0
2024-09-20,megamrkt,113
2024-09-20,ozon,141
2024-09-20,wildberries,0
2024-09-20,yandex.market,37
2024-09-21,aliexpress,0
2024-09-21,megamrkt,47
2024-09-21,ozon,71
2024-09-21,wildberries,0
2024-09-21,yandex.market,72
2024-09-22,aliexpress,2
2024-09-22,megamrkt,41
2024-09-22,ozon,82
2024-09-22,wildberries,0
2024-09-23,aliexpress,0
2024-09-23,megamrkt,153
2024-09-23,ozon,168
2024-09-23,wildberries,0
2024-09-24,aliexpress,0
2024-09-24,megamrkt,96
2024-09-24,ozon,118
2024-09-24,wildberries,0
2024-09-24,yandex.market,16
2024-09-25,aliexpress,0
2024-09-25,megamrkt,74
2024-09-25,ozon,139
2024-09-25,wildberries,0
2024-09-25,yandex.market,41
2024-09-26,aliexpress,0
2024-09-26,megamrkt,97
2024-09-26,ozon,185
2024-09-26,wildberries,0
2024-09-26,yandex.market,61
2024-09-27,aliexpress,2
2024-09-27,megamrkt,66
2024-09-27,ozon,159
2024-09-27,wildberries,0
2024-09-28,aliexpress,2
2024-09-28,megamrkt,53
2024-09-28,ozon,100
2024-09-28,wildberries,0
2024-09-28,yandex.market,110
2024-09-29,aliexpress,2
2024-09-29,megamrkt,22
2024-09-29,ozon,121
2024-09-29,wildberries,0
2024-09-30,aliexpress,0
2024-09-30,megamrkt,62
2024-09-30,ozon,244
2024-09-30,wildberries,0
2024-10-01,aliexpress,0
2024-10-01,megamrkt,51
2024-10-01,ozon,117
2024-10-01,wildberries,0
2024-10-02,aliexpress,0
2024-10-02,megamrkt,80
2024-10-02,ozon,109
2024-10-02,wildberries,0
2024-10-03,aliexpress,14
2024-10-03,megamrkt,81
2024-10-03,ozon,94
2024-10-03,wildberries,0
2024-10-04,aliexpress,9
2024-10-04,megamrkt,47
2024-10-04,ozon,105
2024-10-04,wildberries,0
2024-10-04,yandex.market,59
2024-10-05,aliexpress,42
2024-10-05,megamrkt,69
2024-10-05,ozon,118
2024-10-05,wildberries,0
2024-10-05,yandex.market,39
2024-10-06,aliexpress,8
2024-10-06,megamrkt,72
2024-10-06,ozon,154
2024-10-06,wildberries,0
2024-10-07,aliexpress,28
2024-10-07,megamrkt,101
2024-10-07,ozon,114
2024-10-07,wildberries,0
2024-10-07,yandex.market,12
2024-10-08,aliexpress,7
2024-10-08,megamrkt,48
2024-10-08,ozon,110
2024-10-08,wildberries,0
2024-10-08,yandex.market,5
2024-10-09,aliexpress,13
2024-10-09,megamrkt,66
2024-10-09,ozon,149
2024-10-09,wildberries,0
2024-10-09,yandex.market,53
2024-10-10,aliexpress,30
2024-10-10,megamrkt,92
2024-10-10,ozon,117
2024-10-10,wildberries,0
2024-10-10,yandex.market,106
2024-10-11,aliexpress,10
2024-10-11,megamrkt,43
2024-10-11,ozon,145
2024-10-11,wildberries,0
2024-10-12,aliexpress,28
2024-10-12,megamrkt,113
2024-10-12,ozon,49
2024-10-12,wildberries,0
2024-10-12,yandex.market,90
2024-10-13,aliexpress,11
2024-10-13,megamrkt,67
2024-10-13,ozon,101
2024-10-13,wildberries,0
2024-10-14,aliexpress,19
2024-10-14,megamrkt,34
2024-10-14,ozon,128
2024-10-14,wildberries,0
2024-10-14,yandex.market,10
2024-10-15,aliexpress,13
2024-10-15,megamrkt,61
2024-10-15,ozon,184
2024-10-15,wildberries,0
2024-10-15,yandex.market,61
2024-10-16,aliexpress,17
2024-10-16,megamrkt,120
2024-10-16,ozon,188
2024-10-16,wildberries,0
2024-10-16,yandex.market,55
2024-10-17,aliexpress,25
2024-10-17,megamrkt,265
2024-10-17,ozon,143
2024-10-17,wildberries,0
2024-10-17,yandex.market,7
2024-10-18,aliexpress,5
2024-10-18,megamrkt,77
2024-10-18,ozon,135
2024-10-18,wildberries,0
2024-10-18,yandex.market,84
2024-10-19,aliexpress,52
2024-10-19,megamrkt,53
2024-10-19,ozon,177
2024-10-19,wildberries,0
2024-10-20,aliexpress,4
2024-10-20,megamrkt,47
2024-10-20,ozon,154
2024-10-20,wildberries,0
2024-10-20,yandex.market,113
2024-10-21,aliexpress,16
2024-10-21,megamrkt,49
2024-10-21,ozon,164
2024-10-21,wildberries,0
2024-10-22,aliexpress,27
2024-10-22,megamrkt,113
2024-10-22,ozon,109
2024-10-22,wildberries,0
2024-10-22,yandex.market,34
2024-10-23,aliexpress,8
2024-10-23,megamrkt,118
2024-10-23,ozon,110
2024-10-23,wildberries,0
2024-10-23,yandex.market,20
2024-10-24,aliexpress,8
2024-10-24,megamrkt,85
2024-10-24,ozon,104
2024-10-24,wildberries,0
2024-10-24,yandex.market,0
2024-10-25,aliexpress,10
2024-10-25,megamrkt,54
2024-10-25,ozon,254
2024-10-25,wildberries,0
2024-10-25,yandex.market,3
2024-10-26,aliexpress,23
2024-10-26,megamrkt,89
2024-10-26,ozon,86
2024-10-26,wildberries,0
2024-10-26,yandex.market,28
2024-10-27,aliexpress,4
2024-10-27,megamrkt,92
2024-10-27,ozon,141
2024-10-27,wildberries,0
2024-10-27,yandex.market,73
2024-10-28,aliexpress,33
2024-10-28,megamrkt,143
